Segundos(s),Canal 1(V),Canal 2(V)
-2.10000E-03,-16.92261327E+00,-2.43718595E+00
-2.05000E-03,-16.92261327E+00,-2.41206032E+00
-2.00000E-03,-17.22412081E+00,-2.58793972E+00
-1.95000E-03,-16.87236202E+00,-2.58793972E+00
-1.90000E-03,-16.52060322E+00,-2.43718595E+00
-1.85000E-03,-17.22412081E+00,-2.41206032E+00
-1.80000E-03,-17.27437207E+00,-2.61306535E+00
-1.75000E-03,-17.27437207E+00,-2.41206032E+00
-1.70000E-03,-16.87236202E+00,-2.61306535E+00
-1.65000E-03,-16.87236202E+00,-2.43718595E+00
-1.60000E-03,-16.87236202E+00,-2.41206032E+00
-1.55000E-03,-16.52060322E+00,-2.41206032E+00
-1.50000E-03,-17.22412081E+00,-2.41206032E+00
-1.45000E-03,-16.87236202E+00,-2.43718595E+00
-1.40000E-03,-16.87236202E+00,-2.41206032E+00
-1.35000E-03,-16.82211076E+00,-2.41206032E+00
-1.30000E-03,-16.87236202E+00,-2.43718595E+00
-1.25000E-03,-16.52060322E+00,-2.61306535E+00
-1.20000E-03,-16.92261327E+00,-2.58793972E+00
-1.15000E-03,-16.87236202E+00,-2.41206032E+00
-1.10000E-03,-16.87236202E+00,-2.41206032E+00
-1.05000E-03,-16.87236202E+00,-2.41206032E+00
-1.00000E-03,-16.87236202E+00,-2.41206032E+00
-950.00E-06,-17.17386956E+00,-2.41206032E+00
-900.00E-06,-16.92261327E+00,-2.41206032E+00
-850.00E-06,-16.52060322E+00,-2.41206032E+00
-800.00E-06,-16.57085448E+00,-2.43718595E+00
-750.00E-06,-16.92261327E+00,-2.41206032E+00
-700.00E-06,-16.87236202E+00,-2.41206032E+00
-650.00E-06,-17.22412081E+00,-2.61306535E+00
-600.00E-06,-16.87236202E+00,-2.43718595E+00
-550.00E-06,-16.87236202E+00,-2.58793972E+00
-500.00E-06,-16.92261327E+00,-2.58793972E+00
-450.00E-06,-16.87236202E+00,-2.41206032E+00
-400.00E-06,-16.87236202E+00,-2.41206032E+00
-350.00E-06,-16.87236202E+00,-2.58793972E+00
-300.00E-06,-16.92261327E+00,-2.43718595E+00
-250.00E-06,-16.87236202E+00,-2.41206032E+00
-200.00E-06,-16.87236202E+00,-2.61306535E+00
-150.00E-06,-16.47035196E+00,-2.41206032E+00
-100.00E-06,-16.87236202E+00,-2.61306535E+00
-50.00E-06,-16.87236202E+00,-2.41206032E+00
+0.0E+00,-14.71155798E+00,-2.41206032E+00
+50.00E-06,-7.17386948E+00,-1.78391961E+00
+100.00E-06,-741.70862E-03,-603.01508E-03
+150.00E-06,+4.43417081E+00,+402.01005E-03
+200.00E-06,+8.05226129E+00,+1.00502513E+00
+250.00E-06,+10.46432161E+00,+1.40703519E+00
+300.00E-06,+12.12261308E+00,+2.01005027E+00
+350.00E-06,+13.73065330E+00,+2.21105529E+00
+400.00E-06,+14.83618094E+00,+2.61306535E+00
+450.00E-06,+15.28844225E+00,+2.61306535E+00
+500.00E-06,+15.74070356E+00,+2.63819098E+00
+550.00E-06,+16.09246236E+00,+2.83919600E+00
+600.00E-06,+16.14271362E+00,+2.66331660E+00
+650.00E-06,+16.44422116E+00,+2.78894475E+00
+700.00E-06,+16.49447241E+00,+2.58793972E+00
+750.00E-06,+16.54472367E+00,+2.83919600E+00
+800.00E-06,+16.89648247E+00,+2.98994977E+00
+850.00E-06,+16.54472367E+00,+3.01507540E+00
+900.00E-06,+16.49447241E+00,+2.98994977E+00
+950.00E-06,+17.19799001E+00,+2.98994977E+00
+1.00000E-03,+16.89648247E+00,+3.01507540E+00
+1.05000E-03,+16.49447241E+00,+3.19095480E+00
+1.10000E-03,+16.54472367E+00,+2.81407037E+00
+1.15000E-03,+16.84623121E+00,+3.04020103E+00
+1.20000E-03,+16.89648247E+00,+2.98994977E+00
+1.25000E-03,+16.89648247E+00,+2.63819098E+00
+1.30000E-03,+16.84623121E+00,+2.83919600E+00
+1.35000E-03,+16.84623121E+00,+2.98994977E+00
+1.40000E-03,+16.89648247E+00,+2.13567841E+00
+1.45000E-03,+16.49447241E+00,+2.81407037E+00
+1.50000E-03,+16.54472367E+00,+2.81407037E+00
+1.55000E-03,+16.84623121E+00,+1.58291459E+00
+1.60000E-03,+16.89648247E+00,+1.28140705E+00
+1.65000E-03,+17.19799001E+00,+2.81407037E+00
+1.70000E-03,+16.84623121E+00,+2.81407037E+00
+1.75000E-03,+16.94673372E+00,+3.01507540E+00
+1.80000E-03,+16.89648247E+00,+2.81407037E+00
+1.85000E-03,+16.89648247E+00,+2.61306535E+00
+1.90000E-03,+16.89648247E+00,+2.41206032E+00
+1.95000E-03,+16.84623121E+00,+1.68341710E+00
+2.00000E-03,+16.54472367E+00,+3.24120606E+00
+2.05000E-03,+16.84623121E+00,+3.21608043E+00
+2.10000E-03,+16.84623121E+00,+2.18592967E+00
+2.15000E-03,+16.89648247E+00,+3.21608043E+00
+2.20000E-03,+16.89648247E+00,+2.98994977E+00
+2.25000E-03,+16.89648247E+00,+3.01507540E+00
+2.30000E-03,+16.54472367E+00,+2.98994977E+00
+2.35000E-03,+16.59497493E+00,+2.23618092E+00
+2.40000E-03,+16.89648247E+00,+2.81407037E+00
+2.45000E-03,+16.49447241E+00,+3.19095480E+00
+2.50000E-03,+16.89648247E+00,+2.41206032E+00
+2.55000E-03,+16.89648247E+00,+2.58793972E+00
+2.60000E-03,+16.89648247E+00,+2.83919600E+00
+2.65000E-03,+16.89648247E+00,+2.81407037E+00
+2.70000E-03,+16.89648247E+00,+2.98994977E+00
+2.75000E-03,+16.49447241E+00,+2.98994977E+00
+2.80000E-03,+16.84623121E+00,+2.18592967E+00
+2.85000E-03,+16.59497493E+00,+2.23618092E+00
+2.90000E-03,+16.89648247E+00,+1.73366835E+00
+2.95000E-03,+16.84623121E+00,+2.63819098E+00
+3.00000E-03,+17.24824126E+00,+3.01507540E+00
+3.05000E-03,+16.84623121E+00,+452.26131E-03
+3.10000E-03,+16.54472367E+00,+2.78894475E+00
+3.15000E-03,+16.89648247E+00,+2.98994977E+00
+3.20000E-03,+16.84623121E+00,+3.01507540E+00
+3.25000E-03,+16.84623121E+00,+2.46231158E+00
+3.30000E-03,+16.49447241E+00,+3.01507540E+00
+3.35000E-03,+16.49447241E+00,+2.81407037E+00
+3.40000E-03,+17.19799001E+00,+3.16582917E+00
+3.45000E-03,+16.89648247E+00,+3.01507540E+00
+3.50000E-03,+16.59497493E+00,+3.04020103E+00
+3.55000E-03,+16.49447241E+00,+3.01507540E+00
+3.60000E-03,+16.89648247E+00,+2.98994977E+00
+3.65000E-03,+16.89648247E+00,+2.83919600E+00
+3.70000E-03,+16.84623121E+00,+3.19095480E+00
+3.75000E-03,+16.49447241E+00,+2.43718595E+00
+3.80000E-03,+16.49447241E+00,+3.21608043E+00
+3.85000E-03,+16.89648247E+00,+2.61306535E+00
+3.90000E-03,+16.84623121E+00,+3.14070354E+00
+3.95000E-03,+16.54472367E+00,+2.41206032E+00
+4.00000E-03,+16.89648247E+00,+2.81407037E+00
+4.05000E-03,+16.54472367E+00,+3.59296485E+00
+4.10000E-03,+16.84623121E+00,+3.21608043E+00
+4.15000E-03,+16.54472367E+00,+3.26633168E+00
+4.20000E-03,+16.84623121E+00,+2.98994977E+00
+4.25000E-03,+16.54472367E+00,+2.81407037E+00
+4.30000E-03,+16.89648247E+00,+1.03015076E+00
+4.35000E-03,+16.89648247E+00,+2.78894475E+00
+4.40000E-03,+16.84623121E+00,+2.96482414E+00
+4.45000E-03,+16.89648247E+00,+3.41708545E+00
+4.50000E-03,+16.79597995E+00,+2.78894475E+00
+4.55000E-03,+16.84623121E+00,+3.21608043E+00
+4.60000E-03,+16.84623121E+00,+2.81407037E+00
+4.65000E-03,+16.89648247E+00,+2.86432163E+00
+4.70000E-03,+16.54472367E+00,+2.86432163E+00
+4.75000E-03,+17.24824126E+00,+3.61809048E+00
+4.80000E-03,+16.84623121E+00,+2.43718595E+00
+4.85000E-03,+16.89648247E+00,+3.39195983E+00
+4.90000E-03,+16.84623121E+00,+2.23618092E+00
+4.95000E-03,+13.63015078E+00,+2.41206032E+00
+5.00000E-03,+6.44422108E+00,+728.64322E-03
+5.05000E-03,-440.20109E-03,+603.01508E-03
+5.10000E-03,-5.26432173E+00,+175.87940E-03
+5.15000E-03,-8.88241221E+00,-427.13568E-03
+5.20000E-03,-11.29447253E+00,-1.20603016E+00
+5.25000E-03,-13.65628159E+00,-1.60804021E+00
+5.30000E-03,-14.51055295E+00,-2.03517590E+00
+5.35000E-03,-15.66633186E+00,-2.21105529E+00
+5.40000E-03,-16.01809065E+00,-2.41206032E+00
+5.45000E-03,-16.11859317E+00,-2.41206032E+00
+5.50000E-03,-16.47035196E+00,-2.41206032E+00
+5.55000E-03,-16.82211076E+00,-2.41206032E+00
+5.60000E-03,-16.87236202E+00,-2.41206032E+00
+5.65000E-03,-16.87236202E+00,-2.43718595E+00
+5.70000E-03,-16.87236202E+00,-2.41206032E+00
+5.75000E-03,-17.22412081E+00,-2.58793972E+00
+5.80000E-03,-16.87236202E+00,-2.43718595E+00
+5.85000E-03,-16.92261327E+00,-2.41206032E+00
+5.90000E-03,-16.47035196E+00,-2.43718595E+00
+5.95000E-03,-17.22412081E+00,-2.41206032E+00
+6.00000E-03,-16.92261327E+00,-2.58793972E+00
+6.05000E-03,-16.87236202E+00,-2.56281409E+00
+6.10000E-03,-16.92261327E+00,-2.43718595E+00
+6.15000E-03,-16.87236202E+00,-2.41206032E+00
+6.20000E-03,-16.92261327E+00,-2.41206032E+00
+6.25000E-03,-17.22412081E+00,-2.41206032E+00
+6.30000E-03,-17.27437207E+00,-2.58793972E+00
+6.35000E-03,-17.17386956E+00,-2.43718595E+00
+6.40000E-03,-16.87236202E+00,-2.43718595E+00
+6.45000E-03,-16.87236202E+00,-2.58793972E+00
+6.50000E-03,-17.22412081E+00,-2.58793972E+00
+6.55000E-03,-17.22412081E+00,-2.43718595E+00
+6.60000E-03,-16.87236202E+00,-2.43718595E+00
+6.65000E-03,-17.27437207E+00,-2.41206032E+00
+6.70000E-03,-17.22412081E+00,-2.58793972E+00
+6.75000E-03,-16.87236202E+00,-2.41206032E+00
+6.80000E-03,-17.22412081E+00,-2.43718595E+00
+6.85000E-03,-17.22412081E+00,-2.58793972E+00
+6.90000E-03,-16.87236202E+00,-2.43718595E+00
+6.95000E-03,-16.82211076E+00,-2.58793972E+00
+7.00000E-03,-17.22412081E+00,-2.61306535E+00
+7.05000E-03,-16.87236202E+00,-2.43718595E+00
+7.10000E-03,-16.52060322E+00,-2.61306535E+00
+7.15000E-03,-16.87236202E+00,-2.41206032E+00
+7.20000E-03,-16.87236202E+00,-2.41206032E+00
+7.25000E-03,-16.87236202E+00,-2.43718595E+00
+7.30000E-03,-17.22412081E+00,-2.58793972E+00
+7.35000E-03,-16.52060322E+00,-2.58793972E+00
+7.40000E-03,-16.87236202E+00,-2.41206032E+00
+7.45000E-03,-17.22412081E+00,-2.61306535E+00
+7.50000E-03,-16.92261327E+00,-2.41206032E+00
+7.55000E-03,-16.87236202E+00,-2.43718595E+00
+7.60000E-03,-16.87236202E+00,-2.58793972E+00
+7.65000E-03,-16.92261327E+00,-2.58793972E+00
+7.70000E-03,-16.87236202E+00,-2.43718595E+00
+7.75000E-03,-17.17386956E+00,-2.41206032E+00
+7.80000E-03,-16.82211076E+00,-2.61306535E+00
+7.85000E-03,-16.52060322E+00,-2.61306535E+00
+7.90000E-03,-16.87236202E+00,-2.41206032E+00
+7.95000E-03,-16.92261327E+00,-2.38693469E+00
+8.00000E-03,-16.87236202E+00,-2.61306535E+00
+8.05000E-03,-16.87236202E+00,-2.41206032E+00
+8.10000E-03,-16.52060322E+00,-2.41206032E+00
+8.15000E-03,-16.87236202E+00,-2.58793972E+00
+8.20000E-03,-17.22412081E+00,-2.58793972E+00
+8.25000E-03,-16.92261327E+00,-2.41206032E+00
+8.30000E-03,-16.92261327E+00,-2.61306535E+00
+8.35000E-03,-16.82211076E+00,-2.41206032E+00
+8.40000E-03,-16.87236202E+00,-2.58793972E+00
+8.45000E-03,-16.92261327E+00,-2.41206032E+00
+8.50000E-03,-16.92261327E+00,-2.41206032E+00
+8.55000E-03,-16.87236202E+00,-2.56281409E+00
+8.60000E-03,-16.87236202E+00,-2.61306535E+00
+8.65000E-03,-16.92261327E+00,-2.51256283E+00
+8.70000E-03,-16.87236202E+00,-2.03517590E+00
+8.75000E-03,-16.87236202E+00,-2.21105529E+00
+8.80000E-03,-17.22412081E+00,-2.41206032E+00
+8.85000E-03,-16.47035196E+00,-2.41206032E+00
+8.90000E-03,-16.87236202E+00,-2.23618092E+00
+8.95000E-03,-16.87236202E+00,-2.03517590E+00
+9.00000E-03,-16.87236202E+00,-2.36180906E+00
+9.05000E-03,-16.82211076E+00,-2.23618092E+00
+9.10000E-03,-16.52060322E+00,-2.38693469E+00
+9.15000E-03,-16.92261327E+00,-2.03517590E+00
+9.20000E-03,-16.82211076E+00,-2.41206032E+00
+9.25000E-03,-16.87236202E+00,-2.21105529E+00
+9.30000E-03,-16.87236202E+00,-2.21105529E+00
+9.35000E-03,-16.87236202E+00,-2.41206032E+00
+9.40000E-03,-16.87236202E+00,-2.26130655E+00
+9.45000E-03,-16.57085448E+00,-2.41206032E+00
+9.50000E-03,-16.52060322E+00,-2.21105529E+00
+9.55000E-03,-16.87236202E+00,-2.03517590E+00
+9.60000E-03,-16.87236202E+00,-2.58793972E+00
+9.65000E-03,-17.22412081E+00,-2.38693469E+00
+9.70000E-03,-16.47035196E+00,-2.23618092E+00
+9.75000E-03,-16.87236202E+00,-2.58793972E+00
+9.80000E-03,-16.47035196E+00,-2.38693469E+00
+9.85000E-03,-16.52060322E+00,-2.21105529E+00
+9.90000E-03,-13.70653285E+00,-2.38693469E+00
+9.95000E-03,-6.77185943E+00,-1.40703519E+00
+10.00000E-03,+12.06023E-03,+0.0E+00
+10.05000E-03,+4.48442207E+00,+603.01508E-03
+10.10000E-03,+8.10251255E+00,+1.20603016E+00
+10.15000E-03,+10.86633167E+00,+1.83417087E+00
+10.20000E-03,+12.82613068E+00,+2.21105529E+00
+10.25000E-03,+13.73065330E+00,+2.41206032E+00
+10.30000E-03,+14.88643220E+00,+2.78894475E+00
+10.35000E-03,+15.64020105E+00,+2.98994977E+00
+10.40000E-03,+16.04221110E+00,+3.21608043E+00
+10.45000E-03,+16.14271362E+00,+3.01507540E+00
+10.50000E-03,+16.49447241E+00,+3.04020103E+00
+10.55000E-03,+16.09246236E+00,+3.04020103E+00
+10.60000E-03,+16.49447241E+00,+3.19095480E+00
+10.65000E-03,+16.54472367E+00,+3.19095480E+00
+10.70000E-03,+16.89648247E+00,+3.01507540E+00
+10.75000E-03,+16.84623121E+00,+3.01507540E+00
+10.80000E-03,+16.89648247E+00,+3.01507540E+00
+10.85000E-03,+16.84623121E+00,+3.21608043E+00
+10.90000E-03,+17.19799001E+00,+3.24120606E+00
+10.95000E-03,+16.84623121E+00,+3.19095480E+00
+11.00000E-03,+16.89648247E+00,+3.21608043E+00
+11.05000E-03,+16.54472367E+00,+3.21608043E+00
+11.10000E-03,+16.89648247E+00,+3.19095480E+00
+11.15000E-03,+16.54472367E+00,+3.04020103E+00
+11.20000E-03,+17.24824126E+00,+3.04020103E+00
+11.25000E-03,+16.89648247E+00,+3.01507540E+00
+11.30000E-03,+16.84623121E+00,+3.21608043E+00
+11.35000E-03,+16.94673372E+00,+3.19095480E+00
+11.40000E-03,+16.54472367E+00,+3.01507540E+00
+11.45000E-03,+16.49447241E+00,+3.04020103E+00
+11.50000E-03,+16.94673372E+00,+3.01507540E+00
+11.55000E-03,+16.89648247E+00,+3.01507540E+00
+11.60000E-03,+16.84623121E+00,+3.01507540E+00
+11.65000E-03,+16.89648247E+00,+3.01507540E+00
+11.70000E-03,+17.24824126E+00,+3.21608043E+00
+11.75000E-03,+16.84623121E+00,+2.86432163E+00
+11.80000E-03,+16.89648247E+00,+3.04020103E+00
+11.85000E-03,+16.84623121E+00,+3.04020103E+00
+11.90000E-03,+16.54472367E+00,+3.01507540E+00
+11.95000E-03,+16.89648247E+00,+3.04020103E+00
+12.00000E-03,+16.84623121E+00,+3.01507540E+00
+12.05000E-03,+16.49447241E+00,+3.19095480E+00
+12.10000E-03,+16.49447241E+00,+3.21608043E+00
+12.15000E-03,+16.84623121E+00,+3.19095480E+00
+12.20000E-03,+16.54472367E+00,+3.41708545E+00
+12.25000E-03,+16.89648247E+00,+2.78894475E+00
+12.30000E-03,+16.94673372E+00,+3.19095480E+00
+12.35000E-03,+16.54472367E+00,+3.21608043E+00
+12.40000E-03,+16.54472367E+00,+3.04020103E+00
+12.45000E-03,+16.54472367E+00,+3.04020103E+00
+12.50000E-03,+16.94673372E+00,+3.01507540E+00
+12.55000E-03,+16.54472367E+00,+2.86432163E+00
+12.60000E-03,+16.89648247E+00,+3.04020103E+00
+12.65000E-03,+16.54472367E+00,+1.68341710E+00
+12.70000E-03,+16.84623121E+00,+2.61306535E+00
+12.75000E-03,+16.89648247E+00,+2.98994977E+00
+12.80000E-03,+17.24824126E+00,+3.01507540E+00
+12.85000E-03,+16.89648247E+00,+3.01507540E+00
+12.90000E-03,+16.89648247E+00,+3.04020103E+00
+12.95000E-03,+16.54472367E+00,+3.21608043E+00
+13.00000E-03,+16.89648247E+00,+3.21608043E+00
+13.05000E-03,+16.54472367E+00,+2.61306535E+00
+13.10000E-03,+16.89648247E+00,+3.21608043E+00
+13.15000E-03,+16.89648247E+00,+2.41206032E+00
+13.20000E-03,+16.54472367E+00,+2.81407037E+00
+13.25000E-03,+16.89648247E+00,+3.01507540E+00
+13.30000E-03,+16.59497493E+00,+3.01507540E+00
+13.35000E-03,+16.14271362E+00,+3.04020103E+00
+13.40000E-03,+16.54472367E+00,+3.01507540E+00
+13.45000E-03,+16.54472367E+00,+3.21608043E+00
+13.50000E-03,+16.89648247E+00,+3.01507540E+00
+13.55000E-03,+16.49447241E+00,+3.04020103E+00
+13.60000E-03,+16.89648247E+00,+3.04020103E+00
+13.65000E-03,+16.84623121E+00,+3.19095480E+00
+13.70000E-03,+16.89648247E+00,+2.86432163E+00
+13.75000E-03,+16.49447241E+00,+3.19095480E+00
+13.80000E-03,+16.84623121E+00,+3.01507540E+00
+13.85000E-03,+16.54472367E+00,+3.19095480E+00
+13.90000E-03,+16.49447241E+00,+3.01507540E+00
+13.95000E-03,+16.54472367E+00,+3.01507540E+00
+14.00000E-03,+17.24824126E+00,+3.01507540E+00
+14.05000E-03,+16.84623121E+00,+3.01507540E+00
+14.10000E-03,+16.89648247E+00,+3.01507540E+00
+14.15000E-03,+16.89648247E+00,+3.04020103E+00
+14.20000E-03,+16.49447241E+00,+3.19095480E+00
+14.25000E-03,+16.89648247E+00,+3.01507540E+00
+14.30000E-03,+16.49447241E+00,+3.04020103E+00
+14.35000E-03,+16.89648247E+00,+2.83919600E+00
+14.40000E-03,+16.89648247E+00,+2.83919600E+00
+14.45000E-03,+16.44422116E+00,+3.01507540E+00
+14.50000E-03,+16.89648247E+00,+3.21608043E+00
+14.55000E-03,+16.89648247E+00,+3.19095480E+00
+14.60000E-03,+16.94673372E+00,+3.01507540E+00
+14.65000E-03,+16.89648247E+00,+2.98994977E+00
+14.70000E-03,+16.54472367E+00,+3.01507540E+00
+14.75000E-03,+16.84623121E+00,+3.01507540E+00
+14.80000E-03,+16.89648247E+00,+3.04020103E+00
+14.85000E-03,+12.97688445E+00,+3.01507540E+00
+14.90000E-03,+6.04221103E+00,+2.18592967E+00
+14.95000E-03,-1.19396994E+00,+804.02011E-03
+15.00000E-03,-5.61608052E+00,-201.00503E-03
+15.05000E-03,-9.33467352E+00,-804.02011E-03
+15.10000E-03,-12.04824138E+00,-1.38190956E+00
+15.15000E-03,-13.60603033E+00,-1.63316584E+00
+15.20000E-03,-14.51055295E+00,-2.01005027E+00
+15.25000E-03,-15.61608060E+00,-2.21105529E+00
+15.30000E-03,-16.06834191E+00,-2.38693469E+00
+15.35000E-03,-16.11859317E+00,-2.41206032E+00
+15.40000E-03,-16.52060322E+00,-2.41206032E+00
+15.45000E-03,-16.47035196E+00,-2.41206032E+00
+15.50000E-03,-16.47035196E+00,-2.41206032E+00
+15.55000E-03,-16.92261327E+00,-2.41206032E+00
+15.60000E-03,-16.52060322E+00,-2.43718595E+00
+15.65000E-03,-16.82211076E+00,-2.61306535E+00
+15.70000E-03,-16.82211076E+00,-2.43718595E+00
+15.75000E-03,-16.87236202E+00,-2.43718595E+00
+15.80000E-03,-16.92261327E+00,-2.61306535E+00
+15.85000E-03,-16.87236202E+00,-2.61306535E+00
+15.90000E-03,-16.87236202E+00,-2.61306535E+00
+15.95000E-03,-17.17386956E+00,-2.43718595E+00
+16.00000E-03,-16.87236202E+00,-2.43718595E+00
+16.05000E-03,-16.87236202E+00,-2.61306535E+00
+16.10000E-03,-17.32462333E+00,-2.58793972E+00
+16.15000E-03,-16.87236202E+00,-2.43718595E+00
+16.20000E-03,-16.92261327E+00,-2.56281409E+00
+16.25000E-03,-16.87236202E+00,-2.41206032E+00
+16.30000E-03,-16.92261327E+00,-2.41206032E+00
+16.35000E-03,-16.47035196E+00,-2.41206032E+00
+16.40000E-03,-17.22412081E+00,-2.58793972E+00
+16.45000E-03,-16.87236202E+00,-2.61306535E+00
+16.50000E-03,-16.82211076E+00,-2.41206032E+00
+16.55000E-03,-16.87236202E+00,-2.43718595E+00
+16.60000E-03,-16.87236202E+00,-2.43718595E+00
+16.65000E-03,-16.92261327E+00,-2.43718595E+00
+16.70000E-03,-16.92261327E+00,-2.43718595E+00
+16.75000E-03,-16.87236202E+00,-2.43718595E+00
+16.80000E-03,-16.87236202E+00,-2.58793972E+00
+16.85000E-03,-16.87236202E+00,-2.41206032E+00
+16.90000E-03,-17.22412081E+00,-2.58793972E+00
+16.95000E-03,-17.17386956E+00,-2.61306535E+00
+17.00000E-03,-16.52060322E+00,-2.41206032E+00
+17.05000E-03,-16.82211076E+00,-2.61306535E+00
+17.10000E-03,-16.52060322E+00,-2.78894475E+00
+17.15000E-03,-17.22412081E+00,-2.83919600E+00
+17.20000E-03,-16.87236202E+00,-2.61306535E+00
+17.25000E-03,-16.87236202E+00,-2.61306535E+00
+17.30000E-03,-17.27437207E+00,-2.43718595E+00
+17.35000E-03,-16.87236202E+00,-2.58793972E+00
+17.40000E-03,-16.87236202E+00,-2.61306535E+00
+17.45000E-03,-17.27437207E+00,-2.61306535E+00
+17.50000E-03,-16.92261327E+00,-2.61306535E+00
+17.55000E-03,-16.87236202E+00,-2.43718595E+00
+17.60000E-03,-16.87236202E+00,-2.41206032E+00
+17.65000E-03,-16.87236202E+00,-2.61306535E+00
+17.70000E-03,-16.52060322E+00,-2.81407037E+00
+17.75000E-03,-16.82211076E+00,-2.61306535E+00
+17.80000E-03,-17.22412081E+00,-2.61306535E+00
+17.85000E-03,-16.87236202E+00,-2.61306535E+00
+17.90000E-03,-16.87236202E+00,-2.43718595E+00
+17.95000E-03,-16.87236202E+00,-2.61306535E+00
+18.00000E-03,-17.27437207E+00,-2.43718595E+00
+18.05000E-03,-16.87236202E+00,-2.58793972E+00
+18.10000E-03,-16.87236202E+00,-2.46231158E+00
+18.15000E-03,-16.82211076E+00,-2.61306535E+00
+18.20000E-03,-16.87236202E+00,-2.61306535E+00
+18.25000E-03,-17.27437207E+00,-2.61306535E+00
+18.30000E-03,-16.87236202E+00,-2.58793972E+00
+18.35000E-03,-16.87236202E+00,-4.42211059E+00
+18.40000E-03,-16.47035196E+00,-2.63819098E+00
+18.45000E-03,-16.92261327E+00,-2.61306535E+00
+18.50000E-03,-16.87236202E+00,-3.56783922E+00
+18.55000E-03,-16.52060322E+00,-3.16582917E+00
+18.60000E-03,-16.92261327E+00,-3.14070354E+00
+18.65000E-03,-16.87236202E+00,-3.19095480E+00
+18.70000E-03,-16.87236202E+00,-2.61306535E+00
+18.75000E-03,-16.87236202E+00,-2.18592967E+00
+18.80000E-03,-16.87236202E+00,-2.46231158E+00
+18.85000E-03,-16.87236202E+00,-3.29145731E+00
+18.90000E-03,-16.87236202E+00,-2.58793972E+00
+18.95000E-03,-17.62613087E+00,-2.43718595E+00
+19.00000E-03,-16.87236202E+00,-2.61306535E+00
+19.05000E-03,-16.47035196E+00,-2.61306535E+00
+19.10000E-03,-16.57085448E+00,-2.81407037E+00
+19.15000E-03,-16.82211076E+00,-2.61306535E+00
+19.20000E-03,-16.52060322E+00,-2.43718595E+00
+19.25000E-03,-16.87236202E+00,-2.61306535E+00
+19.30000E-03,-16.87236202E+00,-2.03517590E+00
+19.35000E-03,-16.47035196E+00,-2.88944726E+00
+19.40000E-03,-16.82211076E+00,-3.61809048E+00
+19.45000E-03,-16.87236202E+00,-3.19095480E+00
+19.50000E-03,-17.27437207E+00,-2.78894475E+00
+19.55000E-03,-16.47035196E+00,-3.81909551E+00
+19.60000E-03,-16.87236202E+00,-2.76381912E+00
+19.65000E-03,-16.87236202E+00,-2.43718595E+00
+19.70000E-03,-16.87236202E+00,-2.98994977E+00
+19.75000E-03,-16.87236202E+00,-2.73869349E+00
+19.80000E-03,-14.86231175E+00,-2.41206032E+00
+19.85000E-03,-6.36984937E+00,-1.43216082E+00
+19.90000E-03,+414.07028E-03,-402.01005E-03
+19.95000E-03,+4.83618087E+00,+552.76382E-03
+20.00000E-03,+8.45427135E+00,+1.18090453E+00
+20.05000E-03,+11.26834172E+00,+1.63316584E+00
+20.10000E-03,+12.87638193E+00,+2.21105529E+00
+20.15000E-03,+14.08241209E+00,+2.41206032E+00
+20.20000E-03,+14.88643220E+00,+2.61306535E+00
+20.25000E-03,+15.69045231E+00,+2.78894475E+00
+20.30000E-03,+15.74070356E+00,+2.98994977E+00
+20.35000E-03,+16.09246236E+00,+2.81407037E+00
+20.40000E-03,+16.49447241E+00,+2.63819098E+00
+20.45000E-03,+16.49447241E+00,+1.68341710E+00
+20.50000E-03,+16.89648247E+00,+2.08542715E+00
+20.55000E-03,+16.54472367E+00,+2.66331660E+00
+20.60000E-03,+16.84623121E+00,+2.58793972E+00
+20.65000E-03,+16.54472367E+00,+2.98994977E+00
+20.70000E-03,+16.54472367E+00,+1.98492464E+00
+20.75000E-03,+16.89648247E+00,+3.16582917E+00
+20.80000E-03,+16.54472367E+00,+2.83919600E+00
+20.85000E-03,+16.54472367E+00,+3.16582917E+00
+20.90000E-03,+16.19296487E+00,+2.63819098E+00
+20.95000E-03,+16.49447241E+00,+2.81407037E+00
+21.00000E-03,+16.89648247E+00,+3.01507540E+00
+21.05000E-03,+16.89648247E+00,+2.23618092E+00
+21.10000E-03,+16.89648247E+00,+3.01507540E+00
+21.15000E-03,+16.94673372E+00,+3.01507540E+00
+21.20000E-03,+16.89648247E+00,+3.21608043E+00
+21.25000E-03,+16.59497493E+00,+3.39195983E+00
+21.30000E-03,+16.54472367E+00,+3.59296485E+00
+21.35000E-03,+16.84623121E+00,+3.21608043E+00
+21.40000E-03,+16.54472367E+00,+1.93467338E+00
+21.45000E-03,+16.89648247E+00,+2.83919600E+00
+21.50000E-03,+16.89648247E+00,+2.58793972E+00
+21.55000E-03,+17.24824126E+00,+1.80904524E+00
+21.60000E-03,+17.24824126E+00,+2.83919600E+00
+21.65000E-03,+16.89648247E+00,+2.46231158E+00
+21.70000E-03,+16.54472367E+00,+3.61809048E+00
+21.75000E-03,+17.24824126E+00,+2.98994977E+00
+21.80000E-03,+16.89648247E+00,+2.83919600E+00
+21.85000E-03,+16.89648247E+00,+3.19095480E+00
+21.90000E-03,+16.84623121E+00,+3.04020103E+00
+21.95000E-03,+16.44422116E+00,+2.98994977E+00
+22.00000E-03,+16.89648247E+00,+3.01507540E+00
